ID,English,Others,Japanese
fiftymovie63,Judith: You can't get your money back. He has already spent it all. You have no choice but to continue fucking my butt.,Junsa: Oh my... you are embarrassing me. Is this the part where my mind breaks and I lust for anal sex?,じゅりり:それを取り戻すことはできません。彼はすでにそれをすべて使ってしまった。今は他に選択肢がありません。
fiftymovie64,Judith: We have done it for 25 days. Another 25 day is not a big deal.,Masuo: Yes! I'm setting up camera for next scene.,じゅりり:25日間やりました。あと25日間は大したことではありません。
fiftymovie65,Mike: Today is the last day of our deal. I'm gonna use every second of it to rail your ass.,Masaru: It's our final day here. Do your thing and be natural.,まさる:今日は契約の最終日だ。一秒も無駄にするつもりはない。
fiftymovie66,Judith: Hmm..... I won't get fucked like this after this.,Juriri: I love you mister. Please cum inside plenty of times.,じゅりり:悲しすぎる…今度は寂しくなるよ。
fiftymovie67,Mike: Don't be sad. You can have your dress back to reminisce about the time we spent. Oh! I'm cumming again.,Masaru: Good! For the next scene you will stroll around the town in a cow costume while I keep my dick plugged in your ass.,まさる:そんなに悲しまないでください!このドレスの汚れは、私たちが一緒に過ごした時間を思い出させてくれるでしょう。ああ、くそ!私はまた絶頂します。
fiftymovie68,Judith: Hah! Ha......! You came a lot without pulling out even once. Heheh... My belly.... people will think I’m pregnant.,Juriri: What the... I nap for an hour and I am pregnant? How did you manage to do it with anal sex?,じゅりり:はぁ…はぁ…一度も抜かずに何度もお尻に中出ししてしまいました。 へへ...人々は私が妊娠していると思うでしょう。
fiftymovie69,Mike: Your ass is overflowing. It seems you can't take any more cum-shots now. Time to fulfil your husband's request.,Masaru: No... I just came inside you multiple times without pulling out. Alright we are going outside.,まさる:あなたのお尻は溢れています。これ以上射精することはできません。わかりました...あなたの夫の要求を叶える時が来ました。
fiftymovie70,Girl: Hey! Look what your cow has- Oh.... It's not a cow.,Junsa: Masuo... Do you wanna drink my milk?,女の子：おい、あなたの牛が何をしたか見てください。待ってください...あれは牛ではありません。
fiftymovie71,Mike: Haha...! I should keep my dick plugged into your ass or such accident's will keep on happening.,Masuo: Not right now but... You better let out all the cum here. You husband will thing you are pregnant.,まさる:おっと！そのような事故が起こらないように、お尻に栓をしておかなければなりません。
fiftymovie72,"Mike: Well, that was a fun time, Mrs. Judith. You husband will be here to pick you up in few minutes.",Junsa: No it's alright. I wanted to collect it in my special container at home.,まさる:alright all done.your husband will get your from here.
fiftymovieendmessage,Judith finally united with her husband after 50 days. At night he made love with her trying to get her to forget things but it was futile. She often wore that cow costume and waited for that stranger at the same place where she first saw him like a pet waiting for it's master.,Junsa went home with her bloated belly. Her husband was shocked and asked if she was pregnant She said no and went to her room to collect all that cum in her special container.,じゅりりは50日ぶりに夫と再会した。夜、彼はすべてを忘れさせるために彼女と愛し合ったが無駄だった。彼女はよく牛の着ぐるみを着て、まるでご主人様を待つペットのように見知らぬ男を待っていた。
movietheend,The End,The End,終わり
fiftymoveicredits,Actors                                                                                                                                      ㅤ                                                                                       Judith/Jodi/Jogger                                                                                 ㅤCuteElf                                                                                  ㅤ                                                                                                           Husband/Mike                                                                                                         ㅤMac                                                                                                                  ㅤ                                                                                                                             ㅤ                                                                                                                                             ㅤProducer/Director                                                                                                                     Ruth-Mac Films,Actors                                                                                                                                      ㅤ                                                                                       Juriri/Jokito/Jogger                                                                                 ㅤJunsa Shishime                                                                                  ㅤ                                                                                                           Masao/Masaru                                                                                                         ㅤMasuo                                                                                                                  ㅤ                                                                                                                             ㅤ                                                                                                                                             ㅤProducer/Director                                                                                                                     Reiko-Masuo Films,俳優              じゅりり/じゅきと/ジョガー                                     志々目じゅんさ                                            ㅤ                                                            まさる/夫                                                川村ますお                                                             ㅤ                                    プロデューサー/ディレクター                                                                         れいこますおスタジオ
